año,mes,tipo_acomodacion,provincia,pais_residencia,total_pernoctaciones,total_viajeros
2018,Septiembre,hoteles,"07 Balears, Illes",Dinamarca,,17.675
2018,Octubre,hoteles,"07 Balears, Illes",Dinamarca,,18.622
2018,Noviembre,hoteles,"07 Balears, Illes",Dinamarca,,597.0
2018,Diciembre,hoteles,"07 Balears, Illes",Dinamarca,,629.0
2018,Enero,hoteles,"07 Balears, Illes",Finlandia,,525.0
2018,Febrero,hoteles,"07 Balears, Illes",Finlandia,,458.0
2018,Marzo,hoteles,"07 Balears, Illes",Finlandia,,1.301
2018,Abril,hoteles,"07 Balears, Illes",Finlandia,,4.608
2018,Mayo,hoteles,"07 Balears, Illes",Finlandia,,6.164
2018,Junio,hoteles,"07 Balears, Illes",Finlandia,,8.121
2018,Julio,hoteles,"07 Balears, Illes",Finlandia,,9.622
2018,Agosto,hoteles,"07 Balears, Illes",Finlandia,,6.359
2018,Septiembre,hoteles,"07 Balears, Illes",Finlandia,,6.114
2018,Octubre,hoteles,"07 Balears, Illes",Finlandia,,7.127
2018,Noviembre,hoteles,"07 Balears, Illes",Finlandia,,476.0
2018,Diciembre,hoteles,"07 Balears, Illes",Finlandia,,597.0
2018,Enero,hoteles,"07 Balears, Illes",Francia,,1.915
2018,Febrero,hoteles,"07 Balears, Illes",Francia,,2.287
2018,Marzo,hoteles,"07 Balears, Illes",Francia,,3.817
2018,Abril,hoteles,"07 Balears, Illes",Francia,,29.552
2018,Mayo,hoteles,"07 Balears, Illes",Francia,,70.043
2018,Junio,hoteles,"07 Balears, Illes",Francia,,66.851
2018,Julio,hoteles,"07 Balears, Illes",Francia,,77.71
2018,Agosto,hoteles,"07 Balears, Illes",Francia,,96.282
2018,Septiembre,hoteles,"07 Balears, Illes",Francia,,67.224
2018,Octubre,hoteles,"07 Balears, Illes",Francia,,44.127
2018,Noviembre,hoteles,"07 Balears, Illes",Francia,,2.244
2018,Diciembre,hoteles,"07 Balears, Illes",Francia,,2.465
2018,Enero,hoteles,"07 Balears, Illes",Grecia,,29.0
2018,Febrero,hoteles,"07 Balears, Illes",Grecia,,128.0
2018,Marzo,hoteles,"07 Balears, Illes",Grecia,,65.0
2018,Abril,hoteles,"07 Balears, Illes",Grecia,,457.0
2018,Mayo,hoteles,"07 Balears, Illes",Grecia,,656.0
2018,Junio,hoteles,"07 Balears, Illes",Grecia,,1.111
2018,Julio,hoteles,"07 Balears, Illes",Grecia,,1.5
2018,Agosto,hoteles,"07 Balears, Illes",Grecia,,1.031
2018,Septiembre,hoteles,"07 Balears, Illes",Grecia,,1.028
2018,Octubre,hoteles,"07 Balears, Illes",Grecia,,571.0
2018,Noviembre,hoteles,"07 Balears, Illes",Grecia,,132.0
2018,Diciembre,hoteles,"07 Balears, Illes",Grecia,,86.0
2018,Enero,hoteles,"07 Balears, Illes",Irlanda,,172.0
2018,Febrero,hoteles,"07 Balears, Illes",Irlanda,,210.0
2018,Marzo,hoteles,"07 Balears, Illes",Irlanda,,846.0
2018,Abril,hoteles,"07 Balears, Illes",Irlanda,,5.367
2018,Mayo,hoteles,"07 Balears, Illes",Irlanda,,15.063
2018,Junio,hoteles,"07 Balears, Illes",Irlanda,,15.705
2018,Julio,hoteles,"07 Balears, Illes",Irlanda,,17.927
2018,Agosto,hoteles,"07 Balears, Illes",Irlanda,,15.268
2018,Septiembre,hoteles,"07 Balears, Illes",Irlanda,,13.323
2018,Octubre,hoteles,"07 Balears, Illes",Irlanda,,8.443
2018,Noviembre,hoteles,"07 Balears, Illes",Irlanda,,212.0
2018,Diciembre,hoteles,"07 Balears, Illes",Irlanda,,160.0
2018,Enero,hoteles,"07 Balears, Illes",Italia,,1.131
2018,Febrero,hoteles,"07 Balears, Illes",Italia,,1.385
2018,Marzo,hoteles,"07 Balears, Illes",Italia,,3.584
2018,Abril,hoteles,"07 Balears, Illes",Italia,,11.593
2018,Mayo,hoteles,"07 Balears, Illes",Italia,,32.082
2018,Junio,hoteles,"07 Balears, Illes",Italia,,70.618
2018,Julio,hoteles,"07 Balears, Illes",Italia,,91.251
2018,Agosto,hoteles,"07 Balears, Illes",Italia,,118.059
2018,Septiembre,hoteles,"07 Balears, Illes",Italia,,59.867
2018,Octubre,hoteles,"07 Balears, Illes",Italia,,19.166
2018,Noviembre,hoteles,"07 Balears, Illes",Italia,,1.711
2018,Diciembre,hoteles,"07 Balears, Illes",Italia,,1.453
2018,Enero,hoteles,"07 Balears, Illes",Luxemburgo,,86.0
2018,Febrero,hoteles,"07 Balears, Illes",Luxemburgo,,304.0
2018,Marzo,hoteles,"07 Balears, Illes",Luxemburgo,,348.0
2018,Abril,hoteles,"07 Balears, Illes",Luxemburgo,,1.629
2018,Mayo,hoteles,"07 Balears, Illes",Luxemburgo,,3.441
2018,Junio,hoteles,"07 Balears, Illes",Luxemburgo,,2.18
2018,Julio,hoteles,"07 Balears, Illes",Luxemburgo,,2.975
2018,Agosto,hoteles,"07 Balears, Illes",Luxemburgo,,4.642
2018,Septiembre,hoteles,"07 Balears, Illes",Luxemburgo,,3.477
2018,Octubre,hoteles,"07 Balears, Illes",Luxemburgo,,1.627
2018,Noviembre,hoteles,"07 Balears, Illes",Luxemburgo,,111.0
2018,Diciembre,hoteles,"07 Balears, Illes",Luxemburgo,,104.0
2018,Enero,hoteles,"07 Balears, Illes",Países Bajos,,1.086
2018,Febrero,hoteles,"07 Balears, Illes",Países Bajos,,1.56
2018,Marzo,hoteles,"07 Balears, Illes",Países Bajos,,2.943
2018,Abril,hoteles,"07 Balears, Illes",Países Bajos,,19.659
2018,Mayo,hoteles,"07 Balears, Illes",Países Bajos,,45.696
2018,Junio,hoteles,"07 Balears, Illes",Países Bajos,,48.399
2018,Julio,hoteles,"07 Balears, Illes",Países Bajos,,54.523
2018,Agosto,hoteles,"07 Balears, Illes",Países Bajos,,49.94
2018,Septiembre,hoteles,"07 Balears, Illes",Países Bajos,,49.927
2018,Octubre,hoteles,"07 Balears, Illes",Países Bajos,,31.636
2018,Noviembre,hoteles,"07 Balears, Illes",Países Bajos,,1.113
2018,Diciembre,hoteles,"07 Balears, Illes",Países Bajos,,917.0
2018,Enero,hoteles,"07 Balears, Illes",Polonia,,1.027
2018,Febrero,hoteles,"07 Balears, Illes",Polonia,,604.0
2018,Marzo,hoteles,"07 Balears, Illes",Polonia,,1.208
2018,Abril,hoteles,"07 Balears, Illes",Polonia,,4.594
2018,Mayo,hoteles,"07 Balears, Illes",Polonia,,15.713
2018,Junio,hoteles,"07 Balears, Illes",Polonia,,21.75
2018,Julio,hoteles,"07 Balears, Illes",Polonia,,27.828
2018,Agosto,hoteles,"07 Balears, Illes",Polonia,,23.225
2018,Septiembre,hoteles,"07 Balears, Illes",Polonia,,23.273
2018,Octubre,hoteles,"07 Balears, Illes",Polonia,,9.63
2018,Noviembre,hoteles,"07 Balears, Illes",Polonia,,1.361
2018,Diciembre,hoteles,"07 Balears, Illes",Polonia,,695.0
2018,Enero,hoteles,"07 Balears, Illes",Portugal,,306.0
2018,Febrero,hoteles,"07 Balears, Illes",Portugal,,219.0
2018,Marzo,hoteles,"07 Balears, Illes",Portugal,,1.097
2018,Abril,hoteles,"07 Balears, Illes",Portugal,,2.677
2018,Mayo,hoteles,"07 Balears, Illes",Portugal,,7.165
2018,Junio,hoteles,"07 Balears, Illes",Portugal,,16.894
2018,Julio,hoteles,"07 Balears, Illes",Portugal,,18.199
2018,Agosto,hoteles,"07 Balears, Illes",Portugal,,24.939
2018,Septiembre,hoteles,"07 Balears, Illes",Portugal,,16.607
2018,Octubre,hoteles,"07 Balears, Illes",Portugal,,4.134
2018,Noviembre,hoteles,"07 Balears, Illes",Portugal,,590.0
2018,Diciembre,hoteles,"07 Balears, Illes",Portugal,,281.0
2018,Enero,hoteles,"07 Balears, Illes",Reino Unido,,6.304
2018,Febrero,hoteles,"07 Balears, Illes",Reino Unido,,8.564
2018,Marzo,hoteles,"07 Balears, Illes",Reino Unido,,28.816
2018,Abril,hoteles,"07 Balears, Illes",Reino Unido,,90.208
2018,Mayo,hoteles,"07 Balears, Illes",Reino Unido,,387.466
2018,Junio,hoteles,"07 Balears, Illes",Reino Unido,,462.302
2018,Julio,hoteles,"07 Balears, Illes",Reino Unido,,429.747
2018,Agosto,hoteles,"07 Balears, Illes",Reino Unido,,419.082
2018,Septiembre,hoteles,"07 Balears, Illes",Reino Unido,,409.725
2018,Octubre,hoteles,"07 Balears, Illes",Reino Unido,,226.985
2018,Noviembre,hoteles,"07 Balears, Illes",Reino Unido,,6.372
2018,Diciembre,hoteles,"07 Balears, Illes",Reino Unido,,6.229
2018,Enero,hoteles,"07 Balears, Illes",República Checa,,47.0
2018,Febrero,hoteles,"07 Balears, Illes",República Checa,,177.0
2018,Marzo,hoteles,"07 Balears, Illes",República Checa,,382.0
2018,Abril,hoteles,"07 Balears, Illes",República Checa,,1.163
2018,Mayo,hoteles,"07 Balears, Illes",República Checa,,4.907
2018,Junio,hoteles,"07 Balears, Illes",República Checa,,11.925
2018,Julio,hoteles,"07 Balears, Illes",República Checa,,16.568
2018,Agosto,hoteles,"07 Balears, Illes",República Checa,,14.051
2018,Septiembre,hoteles,"07 Balears, Illes",República Checa,,12.339
2018,Octubre,hoteles,"07 Balears, Illes",República Checa,,3.86
2018,Noviembre,hoteles,"07 Balears, Illes",República Checa,,614.0
2018,Diciembre,hoteles,"07 Balears, Illes",República Checa,,234.0
2018,Enero,hoteles,"07 Balears, Illes",Suecia,,1.303
2018,Febrero,hoteles,"07 Balears, Illes",Suecia,,1.724
2018,Marzo,hoteles,"07 Balears, Illes",Suecia,,5.416
2018,Abril,hoteles,"07 Balears, Illes",Suecia,,21.954
2018,Mayo,hoteles,"07 Balears, Illes",Suecia,,58.127
2018,Junio,hoteles,"07 Balears, Illes",Suecia,,63.153
2018,Julio,hoteles,"07 Balears, Illes",Suecia,,66.157
2018,Agosto,hoteles,"07 Balears, Illes",Suecia,,57.15
2018,Septiembre,hoteles,"07 Balears, Illes",Suecia,,53.723
2018,Octubre,hoteles,"07 Balears, Illes",Suecia,,27.485
2018,Noviembre,hoteles,"07 Balears, Illes",Suecia,,2.35
2018,Diciembre,hoteles,"07 Balears, Illes",Suecia,,2.009
2018,Enero,hoteles,"07 Balears, Illes",Noruega,,438.0
2018,Febrero,hoteles,"07 Balears, Illes",Noruega,,568.0
2018,Marzo,hoteles,"07 Balears, Illes",Noruega,,2.582
2018,Abril,hoteles,"07 Balears, Illes",Noruega,,6.533
2018,Mayo,hoteles,"07 Balears, Illes",Noruega,,16.645
2018,Junio,hoteles,"07 Balears, Illes",Noruega,,24.46
2018,Julio,hoteles,"07 Balears, Illes",Noruega,,37.041
2018,Agosto,hoteles,"07 Balears, Illes",Noruega,,22.061
2018,Septiembre,hoteles,"07 Balears, Illes",Noruega,,18.632
2018,Octubre,hoteles,"07 Balears, Illes",Noruega,,9.893
2018,Noviembre,hoteles,"07 Balears, Illes",Noruega,,625.0
2018,Diciembre,hoteles,"07 Balears, Illes",Noruega,,323.0
2018,Enero,hoteles,"07 Balears, Illes",Rusia,,762.0
2018,Febrero,hoteles,"07 Balears, Illes",Rusia,,641.0
2018,Marzo,hoteles,"07 Balears, Illes",Rusia,,783.0
2018,Abril,hoteles,"07 Balears, Illes",Rusia,,1.127
2018,Mayo,hoteles,"07 Balears, Illes",Rusia,,8.784
2018,Junio,hoteles,"07 Balears, Illes",Rusia,,15.683
2018,Julio,hoteles,"07 Balears, Illes",Rusia,,18.208
2018,Agosto,hoteles,"07 Balears, Illes",Rusia,,17.417
2018,Septiembre,hoteles,"07 Balears, Illes",Rusia,,17.768
2018,Octubre,hoteles,"07 Balears, Illes",Rusia,,4.347
2018,Noviembre,hoteles,"07 Balears, Illes",Rusia,,465.0
2018,Diciembre,hoteles,"07 Balears, Illes",Rusia,,322.0
2018,Enero,hoteles,"07 Balears, Illes",Suiza,,795.0
2018,Febrero,hoteles,"07 Balears, Illes",Suiza,,1.999
2018,Marzo,hoteles,"07 Balears, Illes",Suiza,,5.804
2018,Abril,hoteles,"07 Balears, Illes",Suiza,,17.877
2018,Mayo,hoteles,"07 Balears, Illes",Suiza,,28.318
2018,Junio,hoteles,"07 Balears, Illes",Suiza,,33.06
2018,Julio,hoteles,"07 Balears, Illes",Suiza,,51.242
2018,Agosto,hoteles,"07 Balears, Illes",Suiza,,30.454
2018,Septiembre,hoteles,"07 Balears, Illes",Suiza,,37.131
2018,Octubre,hoteles,"07 Balears, Illes",Suiza,,26.18
2018,Noviembre,hoteles,"07 Balears, Illes",Suiza,,1.347
2018,Diciembre,hoteles,"07 Balears, Illes",Suiza,,2.18
2018,Enero,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,696.0
2018,Febrero,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,1.543
2018,Marzo,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,3.19
2018,Abril,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,3.67
2018,Mayo,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,5.956
2018,Junio,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,14.223
2018,Julio,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,21.02
2018,Agosto,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,18.238
2018,Septiembre,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,9.92
2018,Octubre,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,5.891
2018,Noviembre,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,1.159
2018,Diciembre,hoteles,"07 Balears, Illes",Resto de Europa sin U.E.,,612.0
2018,Enero,hoteles,"07 Balears, Illes",Japón,,160.0
2018,Febrero,hoteles,"07 Balears, Illes",Japón,,682.0
2018,Marzo,hoteles,"07 Balears, Illes",Japón,,248.0
2018,Abril,hoteles,"07 Balears, Illes",Japón,,469.0
2018,Mayo,hoteles,"07 Balears, Illes",Japón,,747.0
2018,Junio,hoteles,"07 Balears, Illes",Japón,,1.03
2018,Julio,hoteles,"07 Balears, Illes",Japón,,1.282
2018,Agosto,hoteles,"07 Balears, Illes",Japón,,2.248
2018,Septiembre,hoteles,"07 Balears, Illes",Japón,,1.553
2018,Octubre,hoteles,"07 Balears, Illes",Japón,,802.0
2018,Noviembre,hoteles,"07 Balears, Illes",Japón,,227.0
2018,Diciembre,hoteles,"07 Balears, Illes",Japón,,373.0
2018,Enero,hoteles,"07 Balears, Illes",Estados Unidos,,568.0
2018,Febrero,hoteles,"07 Balears, Illes",Estados Unidos,,758.0
2018,Marzo,hoteles,"07 Balears, Illes",Estados Unidos,,2.349
2018,Abril,hoteles,"07 Balears, Illes",Estados Unidos,,4.495
2018,Mayo,hoteles,"07 Balears, Illes",Estados Unidos,,10.908
2018,Junio,hoteles,"07 Balears, Illes",Estados Unidos,,17.946
2018,Julio,hoteles,"07 Balears, Illes",Estados Unidos,,20.149
2018,Agosto,hoteles,"07 Balears, Illes",Estados Unidos,,18.803
2018,Septiembre,hoteles,"07 Balears, Illes",Estados Unidos,,15.684
2018,Octubre,hoteles,"07 Balears, Illes",Estados Unidos,,8.711
2018,Noviembre,hoteles,"07 Balears, Illes",Estados Unidos,,1.273
2018,Diciembre,hoteles,"07 Balears, Illes",Estados Unidos,,1.334
2018,Enero,hoteles,"07 Balears, Illes",Resto de América,,921.0
2018,Febrero,hoteles,"07 Balears, Illes",Resto de América,,1.028
2018,Marzo,hoteles,"07 Balears, Illes",Resto de América,,1.608
2018,Abril,hoteles,"07 Balears, Illes",Resto de América,,5.613
2018,Mayo,hoteles,"07 Balears, Illes",Resto de América,,12.801
2018,Junio,hoteles,"07 Balears, Illes",Resto de América,,15.488
2018,Julio,hoteles,"07 Balears, Illes",Resto de América,,16.979
2018,Agosto,hoteles,"07 Balears, Illes",Resto de América,,16.558
2018,Septiembre,hoteles,"07 Balears, Illes",Resto de América,,14.244
2018,Octubre,hoteles,"07 Balears, Illes",Resto de América,,8.43
2018,Noviembre,hoteles,"07 Balears, Illes",Resto de América,,1.392
2018,Diciembre,hoteles,"07 Balears, Illes",Resto de América,,947.0
2018,Enero,hoteles,"07 Balears, Illes",Países africanos,,320.0
2018,Febrero,hoteles,"07 Balears, Illes",Países africanos,,296.0
2018,Marzo,hoteles,"07 Balears, Illes",Países africanos,,277.0
2018,Abril,hoteles,"07 Balears, Illes",Países africanos,,703.0
2018,Mayo,hoteles,"07 Balears, Illes",Países africanos,,1.402
2018,Junio,hoteles,"07 Balears, Illes",Países africanos,,1.828
2018,Julio,hoteles,"07 Balears, Illes",Países africanos,,3.49
2018,Agosto,hoteles,"07 Balears, Illes",Países africanos,,4.304
2018,Septiembre,hoteles,"07 Balears, Illes",Países africanos,,7.326
2018,Octubre,hoteles,"07 Balears, Illes",Países africanos,,1.149
2018,Noviembre,hoteles,"07 Balears, Illes",Países africanos,,235.0
2018,Diciembre,hoteles,"07 Balears, Illes",Países africanos,,291.0
2018,Enero,hoteles,08 Barcelona,Residentes en España,,227.55
2018,Febrero,hoteles,08 Barcelona,Residentes en España,,237.784
2018,Marzo,hoteles,08 Barcelona,Residentes en España,,271.688
2018,Abril,hoteles,08 Barcelona,Residentes en España,,279.387
2018,Mayo,hoteles,08 Barcelona,Residentes en España,,281.616
2018,Junio,hoteles,08 Barcelona,Residentes en España,,305.445
2018,Julio,hoteles,08 Barcelona,Residentes en España,,304.812
2018,Agosto,hoteles,08 Barcelona,Residentes en España,,258.625
2018,Septiembre,hoteles,08 Barcelona,Residentes en España,,267.88
2018,Octubre,hoteles,08 Barcelona,Residentes en España,,279.446
2018,Noviembre,hoteles,08 Barcelona,Residentes en España,,251.166
2018,Diciembre,hoteles,08 Barcelona,Residentes en España,,252.354
2018,Enero,hoteles,08 Barcelona,Alemania,,31.479
2018,Febrero,hoteles,08 Barcelona,Alemania,,40.437
2018,Marzo,hoteles,08 Barcelona,Alemania,,58.348
2018,Abril,hoteles,08 Barcelona,Alemania,,54.439
2018,Mayo,hoteles,08 Barcelona,Alemania,,69.062
2018,Junio,hoteles,08 Barcelona,Alemania,,66.382
2018,Julio,hoteles,08 Barcelona,Alemania,,68.661
2018,Agosto,hoteles,08 Barcelona,Alemania,,64.727
2018,Septiembre,hoteles,08 Barcelona,Alemania,,67.746
2018,Octubre,hoteles,08 Barcelona,Alemania,,70.689
2018,Noviembre,hoteles,08 Barcelona,Alemania,,45.437
2018,Diciembre,hoteles,08 Barcelona,Alemania,,30.081
2018,Enero,hoteles,08 Barcelona,Austria,,3.243
2018,Febrero,hoteles,08 Barcelona,Austria,,4.4
2018,Marzo,hoteles,08 Barcelona,Austria,,6.996
2018,Abril,hoteles,08 Barcelona,Austria,,7.495
2018,Mayo,hoteles,08 Barcelona,Austria,,8.221
2018,Junio,hoteles,08 Barcelona,Austria,,5.871
2018,Julio,hoteles,08 Barcelona,Austria,,6.664
2018,Agosto,hoteles,08 Barcelona,Austria,,8.207
2018,Septiembre,hoteles,08 Barcelona,Austria,,7.84
2018,Octubre,hoteles,08 Barcelona,Austria,,8.632
2018,Noviembre,hoteles,08 Barcelona,Austria,,5.846
2018,Diciembre,hoteles,08 Barcelona,Austria,,5.124
2018,Enero,hoteles,08 Barcelona,Bélgica,,9.536
2018,Febrero,hoteles,08 Barcelona,Bélgica,,11.903
2018,Marzo,hoteles,08 Barcelona,Bélgica,,13.776
2018,Abril,hoteles,08 Barcelona,Bélgica,,18.457
2018,Mayo,hoteles,08 Barcelona,Bélgica,,18.835
2018,Junio,hoteles,08 Barcelona,Bélgica,,17.46
2018,Julio,hoteles,08 Barcelona,Bélgica,,25.285
2018,Agosto,hoteles,08 Barcelona,Bélgica,,22.618
2018,Septiembre,hoteles,08 Barcelona,Bélgica,,20.395
2018,Octubre,hoteles,08 Barcelona,Bélgica,,14.285
2018,Noviembre,hoteles,08 Barcelona,Bélgica,,10.839
2018,Diciembre,hoteles,08 Barcelona,Bélgica,,9.997
2018,Enero,hoteles,08 Barcelona,Dinamarca,,4.91
2018,Febrero,hoteles,08 Barcelona,Dinamarca,,5.311
2018,Marzo,hoteles,08 Barcelona,Dinamarca,,8.139
2018,Abril,hoteles,08 Barcelona,Dinamarca,,9.497
2018,Mayo,hoteles,08 Barcelona,Dinamarca,,12.087
2018,Junio,hoteles,08 Barcelona,Dinamarca,,6.521
2018,Julio,hoteles,08 Barcelona,Dinamarca,,13.28
2018,Agosto,hoteles,08 Barcelona,Dinamarca,,6.743
2018,Septiembre,hoteles,08 Barcelona,Dinamarca,,8.841
2018,Octubre,hoteles,08 Barcelona,Dinamarca,,10.141
2018,Noviembre,hoteles,08 Barcelona,Dinamarca,,5.27
2018,Diciembre,hoteles,08 Barcelona,Dinamarca,,3.587
2018,Enero,hoteles,08 Barcelona,Finlandia,,3.224
2018,Febrero,hoteles,08 Barcelona,Finlandia,,4.341
2018,Marzo,hoteles,08 Barcelona,Finlandia,,5.505
2018,Abril,hoteles,08 Barcelona,Finlandia,,8.286
2018,Mayo,hoteles,08 Barcelona,Finlandia,,6.522
2018,Junio,hoteles,08 Barcelona,Finlandia,,7.109
2018,Julio,hoteles,08 Barcelona,Finlandia,,7.959
2018,Agosto,hoteles,08 Barcelona,Finlandia,,5.275
2018,Septiembre,hoteles,08 Barcelona,Finlandia,,6.251
2018,Octubre,hoteles,08 Barcelona,Finlandia,,8.29
2018,Noviembre,hoteles,08 Barcelona,Finlandia,,3.627
2018,Diciembre,hoteles,08 Barcelona,Finlandia,,3.231
2018,Enero,hoteles,08 Barcelona,Francia,,60.473
2018,Febrero,hoteles,08 Barcelona,Francia,,55.832
2018,Marzo,hoteles,08 Barcelona,Francia,,71.606
2018,Abril,hoteles,08 Barcelona,Francia,,93.987
2018,Mayo,hoteles,08 Barcelona,Francia,,111.532
2018,Junio,hoteles,08 Barcelona,Francia,,82.201
2018,Julio,hoteles,08 Barcelona,Francia,,100.248
2018,Agosto,hoteles,08 Barcelona,Francia,,163.115
2018,Septiembre,hoteles,08 Barcelona,Francia,,78.289
2018,Octubre,hoteles,08 Barcelona,Francia,,85.154
2018,Noviembre,hoteles,08 Barcelona,Francia,,59.157
2018,Diciembre,hoteles,08 Barcelona,Francia,,65.077
2018,Enero,hoteles,08 Barcelona,Grecia,,2.466
2018,Febrero,hoteles,08 Barcelona,Grecia,,2.293
2018,Marzo,hoteles,08 Barcelona,Grecia,,3.358
2018,Abril,hoteles,08 Barcelona,Grecia,,3.504
2018,Mayo,hoteles,08 Barcelona,Grecia,,4.269
2018,Junio,hoteles,08 Barcelona,Grecia,,3.606
2018,Julio,hoteles,08 Barcelona,Grecia,,3.019
2018,Agosto,hoteles,08 Barcelona,Grecia,,3.349
2018,Septiembre,hoteles,08 Barcelona,Grecia,,5.577
2018,Octubre,hoteles,08 Barcelona,Grecia,,4.07
2018,Noviembre,hoteles,08 Barcelona,Grecia,,6.013
2018,Diciembre,hoteles,08 Barcelona,Grecia,,3.858
2018,Enero,hoteles,08 Barcelona,Irlanda,,5.987
2018,Febrero,hoteles,08 Barcelona,Irlanda,,5.37
2018,Marzo,hoteles,08 Barcelona,Irlanda,,6.447
2018,Abril,hoteles,08 Barcelona,Irlanda,,8.337
2018,Mayo,hoteles,08 Barcelona,Irlanda,,8.774
2018,Junio,hoteles,08 Barcelona,Irlanda,,9.23
2018,Julio,hoteles,08 Barcelona,Irlanda,,9.223
2018,Agosto,hoteles,08 Barcelona,Irlanda,,10.031
2018,Septiembre,hoteles,08 Barcelona,Irlanda,,11.177
2018,Octubre,hoteles,08 Barcelona,Irlanda,,12.926
2018,Noviembre,hoteles,08 Barcelona,Irlanda,,6.183
2018,Diciembre,hoteles,08 Barcelona,Irlanda,,4.684
2018,Enero,hoteles,08 Barcelona,Italia,,41.616
2018,Febrero,hoteles,08 Barcelona,Italia,,40.987
2018,Marzo,hoteles,08 Barcelona,Italia,,50.397
2018,Abril,hoteles,08 Barcelona,Italia,,55.736
2018,Mayo,hoteles,08 Barcelona,Italia,,51.194
2018,Junio,hoteles,08 Barcelona,Italia,,54.329
2018,Julio,hoteles,08 Barcelona,Italia,,53.436
2018,Agosto,hoteles,08 Barcelona,Italia,,73.781
2018,Septiembre,hoteles,08 Barcelona,Italia,,57.375
2018,Octubre,hoteles,08 Barcelona,Italia,,51.155
2018,Noviembre,hoteles,08 Barcelona,Italia,,51.795
2018,Diciembre,hoteles,08 Barcelona,Italia,,51.69
2018,Enero,hoteles,08 Barcelona,Luxemburgo,,313.0
2018,Febrero,hoteles,08 Barcelona,Luxemburgo,,818.0
2018,Marzo,hoteles,08 Barcelona,Luxemburgo,,709.0
2018,Abril,hoteles,08 Barcelona,Luxemburgo,,919.0
2018,Mayo,hoteles,08 Barcelona,Luxemburgo,,773.0
2018,Junio,hoteles,08 Barcelona,Luxemburgo,,900.0
2018,Julio,hoteles,08 Barcelona,Luxemburgo,,642.0
2018,Agosto,hoteles,08 Barcelona,Luxemburgo,,1.242
2018,Septiembre,hoteles,08 Barcelona,Luxemburgo,,731.0
2018,Octubre,hoteles,08 Barcelona,Luxemburgo,,658.0
2018,Noviembre,hoteles,08 Barcelona,Luxemburgo,,624.0
2018,Diciembre,hoteles,08 Barcelona,Luxemburgo,,406.0
2018,Enero,hoteles,08 Barcelona,Países Bajos,,16.016
2018,Febrero,hoteles,08 Barcelona,Países Bajos,,14.276
2018,Marzo,hoteles,08 Barcelona,Países Bajos,,19.686
2018,Abril,hoteles,08 Barcelona,Países Bajos,,24.821
2018,Mayo,hoteles,08 Barcelona,Países Bajos,,41.585
2018,Junio,hoteles,08 Barcelona,Países Bajos,,38.162
2018,Julio,hoteles,08 Barcelona,Países Bajos,,37.352
2018,Agosto,hoteles,08 Barcelona,Países Bajos,,38.99
2018,Septiembre,hoteles,08 Barcelona,Países Bajos,,34.152
2018,Octubre,hoteles,08 Barcelona,Países Bajos,,30.095
2018,Noviembre,hoteles,08 Barcelona,Países Bajos,,17.248
2018,Diciembre,hoteles,08 Barcelona,Países Bajos,,13.335
2018,Enero,hoteles,08 Barcelona,Polonia,,6.087
2018,Febrero,hoteles,08 Barcelona,Polonia,,6.49
2018,Marzo,hoteles,08 Barcelona,Polonia,,8.094
2018,Abril,hoteles,08 Barcelona,Polonia,,9.738
2018,Mayo,hoteles,08 Barcelona,Polonia,,16.32
2018,Junio,hoteles,08 Barcelona,Polonia,,17.246
2018,Julio,hoteles,08 Barcelona,Polonia,,17.746
2018,Agosto,hoteles,08 Barcelona,Polonia,,15.9
2018,Septiembre,hoteles,08 Barcelona,Polonia,,19.181
2018,Octubre,hoteles,08 Barcelona,Polonia,,9.489
2018,Noviembre,hoteles,08 Barcelona,Polonia,,7.649
2018,Diciembre,hoteles,08 Barcelona,Polonia,,4.534
2018,Enero,hoteles,08 Barcelona,Portugal,,9.945
2018,Febrero,hoteles,08 Barcelona,Portugal,,10.7
2018,Marzo,hoteles,08 Barcelona,Portugal,,11.502
2018,Abril,hoteles,08 Barcelona,Portugal,,18.029
2018,Mayo,hoteles,08 Barcelona,Portugal,,12.517
2018,Junio,hoteles,08 Barcelona,Portugal,,13.277
2018,Julio,hoteles,08 Barcelona,Portugal,,13.497
2018,Agosto,hoteles,08 Barcelona,Portugal,,15.283
2018,Septiembre,hoteles,08 Barcelona,Portugal,,14.686
2018,Octubre,hoteles,08 Barcelona,Portugal,,14.957
2018,Noviembre,hoteles,08 Barcelona,Portugal,,12.116
2018,Diciembre,hoteles,08 Barcelona,Portugal,,10.658
2018,Enero,hoteles,08 Barcelona,Reino Unido,,40.357
2018,Febrero,hoteles,08 Barcelona,Reino Unido,,54.009
2018,Marzo,hoteles,08 Barcelona,Reino Unido,,74.762
